beneficiary_age,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
44,0.3134,0.3213,0.3353,0.3546,0.3774,0.4031,0.4324,0.4655,0.5025,0.5452,0.5909,0.6421,0.6961,0.7549,0.8172,0.8823,0.9457,1.0059,1.0663,1.1322,1.2075,1.2927,1.3924,1.5063,1.6353,1.7797,1.9365,2.1075,2.2933,2.4969,2.7186,2.9602,3.2244,3.5145,3.8329,4.1819,4.5651,4.9875,5.4515,5.9634,6.5265,7.1461,7.8272,8.5753,9.3944,10.2699,11.2012,12.1851,13.2187,14.2957,15.4049,16.5942,17.8648,19.2189,20.6566,22.1804,23.7916,25.492,27.2846,29.1708,31.1552,33.2412,35.4329,37.7346,40.1502,42.6805,45.3273,48.0897,50.9671,53.9568,57.0563,60.2623,63.5689,66.9721,70.4635,74.0357,77.6794,81.383,85.1338,88.917,92.7141,96.5026,100.259,103.9635,107.5941,111.1291,114.5537,117.8519,121.0094,124.0117,126.8507,129.5252,132.0435,134.4163,136.6571,138.7893,140.7899,142.6627,144.4107,146.0307,147.5248,148.895,150.1479,151.2897,152.3241,153.2565,154.0844,154.8001,155.3872,155.7956,155.9859,156.1384,156.2795,156.4608,156.7265,157.1622,157.993,159.6035,162.7451,168.8823
45,0.3048,0.3121,0.3255,0.3439,0.3659,0.3907,0.419,0.4509,0.4866,0.528,0.5722,0.6218,0.674,0.7309,0.7911,0.854,0.915,0.9726,1.0302,1.093,1.1649,1.2464,1.3419,1.4512,1.575,1.7137,1.8643,2.0284,2.2066,2.4018,2.6143,2.8459,3.0991,3.377,3.6823,4.0171,4.3849,4.7908,5.2371,5.7303,6.2735,6.8723,7.5317,8.2573,9.0533,9.9052,10.8127,11.7726,12.7823,13.8356,14.9214,16.0876,17.3355,18.6675,20.0836,21.5864,23.1774,24.8581,26.6319,28.4999,30.4667,32.5359,34.7113,36.9974,39.3979,41.9137,44.5465,47.2954,50.1598,53.137,56.2244,59.4188,62.7141,66.1065,69.5876,73.1498,76.7839,80.4783,84.2204,87.9952,91.7844,95.5655,99.3148,103.0127,106.6373,110.1666,113.586,116.8795,120.0327,123.0311,125.8665,128.5379,131.0534,133.4236,135.6621,137.7923,139.791,141.6623,143.4088,145.0276,146.5206,147.8899,149.1419,150.283,151.3168,152.2487,153.0762,153.7916,154.3783,154.7866,154.9768,155.1291,155.2701,155.4512,155.7167,156.1518,156.9821,158.5919,161.7326,167.8691
46,0.2963,0.3031,0.3157,0.3335,0.3546,0.3784,0.4057,0.4366,0.4711,0.511,0.5538,0.6018,0.6523,0.7073,0.7655,0.8262,0.8849,0.9399,0.9947,1.0545,1.1231,1.2009,1.2924,1.3972,1.516,1.6492,1.7938,1.9511,2.1221,2.3092,2.5128,2.7346,2.977,3.2432,3.5356,3.8564,4.209,4.5985,5.0273,5.5016,6.0248,6.6025,7.2398,7.9423,8.7143,9.5417,10.4242,11.3589,12.3433,13.3712,14.432,15.5734,16.7968,18.1048,19.4974,20.9773,22.5461,24.2054,25.9584,27.8065,29.7541,31.8048,33.9624,36.2314,38.6155,41.1155,43.7331,46.4674,49.3177,52.2814,55.3558,58.5377,61.821,65.2019,68.6719,72.2235,75.8474,79.5321,83.2649,87.031,90.8118,94.585,98.3269,102.0179,105.636,109.1594,112.5733,115.8617,119.0103,122.0045,124.8361,127.5041,130.0165,132.3839,134.6199,136.7478,138.7445,140.614,142.3589,143.9762,145.468,146.8362,148.0873,149.2275,150.2606,151.1919,152.0189,152.7338,153.3203,153.7284,153.9184,154.0706,154.2115,154.3924,154.6575,155.0922,155.9217,157.5306,160.6702,166.8058
47,0.2879,0.2941,0.3061,0.3231,0.3434,0.3664,0.3927,0.4224,0.4557,0.4944,0.5357,0.5822,0.631,0.6841,0.7403,0.7988,0.8552,0.9078,0.9599,1.0168,1.0822,1.1564,1.2439,1.3443,1.4583,1.5862,1.7249,1.8758,2.0396,2.2189,2.4139,2.6262,2.8581,3.1129,3.3928,3.6999,4.0376,4.411,4.8223,5.2779,5.7811,6.3375,6.9523,7.6313,8.3788,9.1808,10.0374,10.9456,11.9033,12.9046,13.9387,15.0535,16.2506,17.5327,18.8998,20.355,21.8996,23.5355,25.2658,27.092,29.0186,31.0491,33.1873,35.4377,37.8039,40.2867,42.8878,45.6063,48.4415,51.3906,54.4511,57.6197,60.8903,64.2589,67.7171,71.2576,74.8708,78.5454,82.2685,86.0253,89.7975,93.5625,97.2967,100.9805,104.592,108.1091,111.5173,114.8004,117.9442,120.9341,123.7618,126.4261,128.9353,131.2997,133.5331,135.6586,137.6531,139.5206,141.2638,142.8795,144.3699,145.7369,146.987,148.1263,149.1585,150.0892,150.9155,151.63,152.2161,152.624,152.8139,152.966,153.1066,153.2874,153.5522,153.9863,154.8148,156.4226,159.5608,165.6952
48,0.2795,0.2852,0.2966,0.3129,0.3324,0.3545,0.3798,0.4085,0.4406,0.478,0.5179,0.5628,0.61,0.6613,0.7155,0.7719,0.8261,0.8763,0.9258,0.9798,1.0421,1.1128,1.1965,1.2926,1.4019,1.5247,1.6577,1.8023,1.9593,2.1309,2.3176,2.5207,2.7426,2.9862,3.2539,3.5476,3.8708,4.2283,4.6224,5.0595,5.5428,6.0779,6.6701,7.3252,8.0476,8.8237,9.6535,10.5343,11.4641,12.4373,13.4433,14.5298,15.6988,16.953,18.2927,19.721,21.2394,22.8498,24.5554,26.3578,28.2614,30.2698,32.3869,34.6169,36.9636,39.4278,42.011,44.7124,47.5313,50.4648,53.5104,56.6647,59.9217,63.2773,66.7232,70.2519,73.854,77.5179,81.231,84.9783,88.7415,92.4981,96.2244,99.9008,103.5054,107.0163,110.4186,113.6964,116.8353,119.8207,122.6443,125.305,127.8109,130.1724,132.4029,134.526,136.5182,138.3837,140.1251,141.7392,143.2282,144.5939,145.8428,146.9811,148.0125,148.9424,149.7681,150.4821,151.0678,151.4753,151.6651,151.817,151.9576,152.1381,152.4026,152.8362,153.6639,155.2701,158.4066,164.5395
49,0.2713,0.2764,0.2872,0.3028,0.3216,0.3428,0.3672,0.3948,0.4258,0.4619,0.5005,0.5439,0.5894,0.639,0.6913,0.7456,0.7975,0.8454,0.8924,0.9436,1.0028,1.0702,1.1501,1.2421,1.3468,1.4646,1.592,1.7306,1.8809,2.0453,2.2238,2.4181,2.6302,2.8631,3.119,3.3997,3.7088,4.0507,4.428,4.8467,5.3103,5.8243,6.3939,7.0249,7.722,8.4717,9.274,10.1265,11.0275,11.9712,12.9477,14.0044,15.1436,16.3681,17.6784,19.0777,20.5678,22.1506,23.8294,25.6059,27.4845,29.4688,31.5628,33.7707,36.0962,38.5401,41.104,43.787,46.5883,49.5051,52.5348,55.6739,58.9165,62.2585,65.6915,69.2079,72.7984,76.4514,80.1541,83.8917,87.6458,91.3938,95.1122,98.7813,102.3791,105.8836,109.2802,112.5527,115.6868,118.6678,121.4875,124.1446,126.6473,129.0058,131.2338,133.3544,135.3445,137.208,138.9476,140.5602,142.0477,143.4122,144.66,145.7973,146.8278,147.757,148.582,149.2954,149.8807,150.288,150.4776,150.6294,150.7698,150.9501,151.2143,151.6474,152.4743,154.0792,157.2134,163.3444
50,0.2631,0.2678,0.278,0.2929,0.3109,0.3313,0.3548,0.3814,0.4113,0.4461,0.4834,0.5253,0.5692,0.617,0.6675,0.7198,0.7695,0.8151,0.8596,0.9082,0.9644,1.0285,1.1047,1.1928,1.2931,1.4059,1.528,1.6608,1.8046,1.9619,2.1327,2.3184,2.5211,2.7436,2.988,3.2563,3.5515,3.8784,4.2392,4.64,5.0842,5.5772,6.1243,6.7314,7.4031,8.126,8.9004,9.724,10.5952,11.5086,12.4542,13.4797,14.5874,15.7804,17.0595,18.4278,19.8875,21.4405,23.0904,24.8388,26.6903,28.6486,30.7175,32.9014,35.204,37.626,40.1691,42.8323,45.6147,48.5136,51.5264,54.6496,57.8771,61.2048,64.6243,68.1281,71.7067,75.3485,79.0408,82.7686,86.5136,90.2532,93.9638,97.6257,101.2169,104.7154,108.1065,111.374,114.5036,117.4806,120.2966,122.9505,125.4501,127.8061,130.0316,132.1501,134.1382,136,137.738,139.3492,140.8355,142.1989,143.4458,144.5823,145.612,146.5405,147.365,148.078,148.6629,149.0699,149.2594,149.411,149.5513,149.7314,149.9953,150.428,151.2543,152.8581,155.9908,162.1193
51,0.255,0.2592,0.2689,0.2832,0.3004,0.32,0.3427,0.3683,0.3971,0.4307,0.4667,0.5072,0.5495,0.5957,0.6443,0.6946,0.7422,0.7856,0.8277,0.8736,0.9269,0.9878,1.0605,1.1447,1.2407,1.3488,1.4657,1.5928,1.7305,1.8809,2.0442,2.2216,2.4152,2.6277,2.8612,3.1173,3.3992,3.7115,4.0563,4.4397,4.8648,5.3373,5.8622,6.4455,7.0917,7.7878,8.5341,9.3283,10.1692,11.0513,11.9652,12.9582,14.033,15.1929,16.4388,17.7743,19.2015,20.7227,22.3415,24.0597,25.8819,27.812,29.8538,32.0118,34.2896,36.6881,39.2088,41.8508,44.6131,47.4931,50.488,53.5944,56.8061,60.1191,63.5248,67.0157,70.5822,74.2129,77.8948,81.6131,85.3492,89.0808,92.784,96.4392,100.0243,103.5173,106.9034,110.1666,113.2922,116.2657,119.0787,121.7298,124.227,126.5808,128.8045,130.9213,132.9079,134.7684,136.5053,138.1155,139.6009,140.9636,142.2098,143.3457,144.375,145.3031,146.1272,146.8399,147.4246,147.8315,148.0208,148.1724,148.3126,148.4926,148.7562,149.1887,150.0144,151.6176,154.7495,160.8774
52,0.247,0.2507,0.2598,0.2735,0.29,0.3089,0.3306,0.3553,0.3831,0.4155,0.4502,0.4893,0.5301,0.5746,0.6214,0.6698,0.7154,0.7565,0.7963,0.8396,0.8901,0.9479,1.0171,1.0974,1.1892,1.2927,1.4046,1.5262,1.6578,1.8016,1.9575,2.127,2.3118,2.5146,2.7373,2.9817,3.2506,3.5487,3.8779,4.2442,4.6507,5.1029,5.6058,6.1654,6.7863,7.4554,8.1732,8.9376,9.7474,10.5974,11.4782,12.4373,13.4776,14.6024,15.8131,17.1134,18.5057,19.9924,21.5774,23.2625,25.0527,26.9517,28.9636,31.0928,33.3432,35.7154,38.2112,40.8294,43.5694,46.4282,49.4032,52.4908,55.6849,58.9814,62.3717,65.8482,69.4013,73.0195,76.6899,80.3976,84.1239,87.8465,91.5415,95.1892,98.7676,102.2545,105.6352,108.8934,112.0147,114.9843,117.7938,120.4419,122.9364,125.2878,127.5094,129.6243,131.6093,133.4683,135.2039,136.813,138.2974,139.6592,140.9047,142.04,143.0687,143.9963,144.8201,145.5325,146.1169,146.5236,146.7129,146.8644,147.0044,147.1842,147.4477,147.8797,148.705,150.3075,153.4384,159.5654
53,0.2389,0.2422,0.2508,0.2639,0.2797,0.2978,0.3187,0.3425,0.3692,0.4005,0.4339,0.4716,0.511,0.5538,0.5989,0.6454,0.6889,0.728,0.7654,0.8062,0.8539,0.9087,0.9745,1.0511,1.1387,1.2377,1.3447,1.4608,1.5865,1.7238,1.8727,2.0344,2.2106,2.404,2.6164,2.8493,3.1057,3.39,3.704,4.0536,4.4419,4.8741,5.3554,5.8915,6.4871,7.1293,7.8184,8.5527,9.3308,10.148,10.9948,11.9188,12.923,14.0111,15.1846,16.4475,17.8023,19.2519,20.8003,22.4495,24.2045,26.0695,28.0484,30.1459,32.3658,34.7089,37.1769,39.7688,42.4837,45.3189,48.2717,51.3383,54.5128,57.7908,61.1639,64.6244,68.1626,71.767,75.4245,79.1204,82.8358,86.5484,90.2344,93.8739,97.4447,100.9249,104.2996,107.5524,110.6688,113.6342,116.4399,119.0846,121.5762,123.9249,126.1442,128.257,130.2402,132.0975,133.8318,135.4396,136.923,138.2838,139.5285,140.6631,141.6912,142.6183,143.4416,144.1536,144.7378,145.1443,145.3335,145.4849,145.6248,145.8044,146.0676,146.4993,147.324,148.9256,152.0556,158.1817
54,0.2309,0.2338,0.2419,0.2543,0.2695,0.2869,0.3069,0.3298,0.3555,0.3857,0.4179,0.4542,0.4921,0.5334,0.5767,0.6213,0.6629,0.6999,0.7351,0.7735,0.8184,0.8702,0.9327,1.0056,1.0892,1.1838,1.2859,1.3968,1.5167,1.6477,1.7897,1.9438,2.1117,2.296,2.4983,2.7202,2.9644,3.2352,3.5345,3.8679,4.2383,4.6511,5.1111,5.6242,6.1947,6.8101,7.4706,8.1746,8.9208,9.7045,10.5167,11.4045,12.3714,13.4211,14.5555,15.7789,17.094,18.5039,20.0128,21.6232,23.3401,25.1678,27.1106,29.1732,31.3594,33.6703,36.1075,38.6701,41.3572,44.1661,47.094,50.1373,53.2898,56.5474,59.9013,63.3439,66.8655,70.4545,74.0978,77.7805,81.484,85.1855,88.8614,92.4918,96.0544,99.5273,102.8952,106.1421,109.2533,112.2139,115.0154,117.6565,120.1448,122.4907,124.7074,126.8179,128.7991,130.6547,132.3874,133.9939,135.4761,136.8359,138.0797,139.2135,140.241,141.1675,141.9904,142.702,143.2858,143.6922,143.8812,144.0324,144.1722,144.3517,144.6146,145.0458,145.8699,147.4707,150.5995,156.7245
55,0.2229,0.2254,0.2329,0.2448,0.2594,0.276,0.2953,0.3172,0.342,0.3711,0.4021,0.4371,0.4736,0.5133,0.5549,0.5977,0.6374,0.6723,0.7054,0.7413,0.7836,0.8325,0.8917,0.961,1.0407,1.1309,1.2283,1.334,1.4483,1.5732,1.7085,1.8552,2.0151,2.1905,2.383,2.5942,2.8266,3.0844,3.3693,3.6869,4.0401,4.4338,4.8731,5.3634,5.9093,6.4981,7.1302,7.804,8.5181,9.2681,10.045,10.896,11.8243,12.8344,13.9281,15.1099,16.3831,17.7508,19.2176,20.7861,22.4618,24.2491,26.1525,28.1767,30.326,32.6012,35.0043,37.5344,40.1906,42.9702,45.8705,48.8877,52.0158,55.2505,58.583,62.0057,65.5088,69.0807,72.7082,76.3764,80.0664,83.7558,87.4206,91.0409,94.5944,98.059,101.4197,104.66,107.7654,110.7208,113.5178,116.1548,118.6396,120.9823,123.1962,125.3043,127.2833,129.137,130.868,132.473,133.9539,135.3126,136.5554,137.6884,138.7151,139.641,140.4634,141.1746,141.7581,142.1642,142.3531,142.5042,142.6438,142.8231,143.0857,143.5165,144.3399,145.9397,149.0673,155.1912
56,0.2149,0.217,0.2241,0.2354,0.2493,0.2652,0.2837,0.3048,0.3286,0.3566,0.3865,0.4202,0.4553,0.4935,0.5335,0.5745,0.6123,0.6453,0.6762,0.7098,0.7496,0.7955,0.8516,0.9174,0.9932,1.0791,1.1719,1.2726,1.3814,1.5003,1.629,1.7686,1.9206,2.0874,2.2705,2.4712,2.6922,2.9374,3.2084,3.5107,3.847,4.2223,4.6412,5.1093,5.631,6.1937,6.7977,7.4414,8.1235,8.8396,9.581,10.3945,11.2836,12.2528,13.3044,14.443,15.6721,16.9952,18.4173,19.9412,21.5725,23.3161,25.1766,27.1591,29.2677,31.5038,33.8693,36.3633,38.9853,41.7323,44.6018,47.59,50.6909,53.9,57.2087,60.6091,64.0916,67.6444,71.2543,74.9062,78.5814,82.2572,85.9097,89.5188,93.0623,96.5179,99.8704,103.1036,106.2025,109.1523,111.9442,114.5768,117.0577,119.397,121.6078,123.7132,125.6898,127.5414,129.2705,130.8739,132.3535,133.711,134.9527,136.0848,137.1107,138.036,138.8577,139.5685,140.1517,140.5575,140.7463,140.8972,141.0367,141.2157,141.478,141.9083,142.7309,144.3297,147.456,153.5786
57,0.207,0.2086,0.2153,0.226,0.2393,0.2545,0.2723,0.2925,0.3154,0.3424,0.3711,0.4036,0.4373,0.474,0.5124,0.5517,0.5877,0.6187,0.6476,0.679,0.7162,0.7593,0.8123,0.8746,0.9467,1.0284,1.1167,1.2124,1.3159,1.4289,1.5512,1.6838,1.8282,1.9866,2.1606,2.3512,2.5611,2.794,3.0516,3.3391,3.6591,4.0163,4.4155,4.8619,5.3599,5.8969,6.4733,7.0872,7.7376,8.42,9.1257,9.9014,10.7507,11.6782,12.6864,13.7802,14.9634,16.2398,17.6146,19.091,20.675,22.3716,24.1857,26.1228,28.1872,30.3803,32.7044,35.1587,37.7426,40.4535,43.2887,46.2446,49.3151,52.4957,55.7777,59.1533,62.6128,66.1442,69.7345,73.3683,77.027,80.6877,84.3264,87.9231,91.4554,94.901,98.2446,101.4697,104.5616,107.5051,110.2915,112.9192,115.3958,117.7313,119.9388,122.0412,124.0152,125.8645,127.5917,129.1933,130.6713,132.0275,133.2681,134.3991,135.4242,136.3488,137.1699,137.8802,138.4629,138.8685,139.0571,139.2079,139.3472,139.526,139.7879,140.2177,141.0395,142.6372,145.762,151.8833
58,0.1991,0.2003,0.2065,0.2167,0.2294,0.2439,0.2609,0.2803,0.3023,0.3283,0.3559,0.3872,0.4196,0.4549,0.4917,0.5294,0.5636,0.5927,0.6196,0.6488,0.6835,0.724,0.7739,0.8329,0.9012,0.9789,1.0627,1.1536,1.2518,1.3591,1.4752,1.601,1.738,1.8882,2.0532,2.2341,2.4332,2.6543,2.8989,3.1719,3.4761,3.8158,4.1958,4.6212,5.0961,5.6079,6.1571,6.7418,7.3608,8.0097,8.6799,9.4178,10.2269,11.112,12.0759,13.1237,14.2594,15.4872,16.8124,18.2387,19.7724,21.4187,23.1831,25.071,27.0873,29.2336,31.5122,33.9228,36.4648,39.1357,41.9328,44.8528,47.8893,51.0381,54.2905,57.6383,61.0721,64.5796,68.1479,71.7615,75.4017,79.0455,82.6689,86.2518,89.7717,93.2061,96.5398,99.7561,102.8401,105.7767,108.557,111.1793,113.6512,115.9825,118.1863,120.2855,122.2566,124.1034,125.8283,127.4281,128.9044,130.2591,131.4985,132.6285,133.6527,134.5764,135.3969,136.1066,136.6889,137.0942,137.2827,137.4333,137.5724,137.7508,138.0124,138.4416,139.2626,140.859,143.9823,150.1021
59,0.1912,0.1921,0.1978,0.2074,0.2195,0.2334,0.2497,0.2683,0.2893,0.3143,0.3409,0.371,0.4021,0.436,0.4714,0.5074,0.5399,0.5672,0.5922,0.6192,0.6516,0.6894,0.7364,0.7921,0.8568,0.9304,1.0099,1.0961,1.1892,1.2909,1.4009,1.5201,1.6498,1.7921,1.9484,2.1198,2.3085,2.5181,2.75,3.0091,3.2979,3.6208,3.9821,4.3869,4.8393,5.3267,5.8493,6.4054,6.9935,7.6093,8.2444,8.9444,9.7133,10.5558,11.4747,12.4755,13.5624,14.7398,16.0134,17.3871,18.8676,20.4606,22.1717,24.0069,25.9711,28.0665,30.2955,32.6581,35.1539,37.7806,40.5356,43.4156,46.4144,49.5277,52.7468,56.0636,59.4685,62.9494,66.493,70.084,73.7034,77.3283,80.9346,84.502,88.008,91.43,94.7525,97.9589,101.0341,103.963,106.7365,109.3529,111.8195,114.1462,116.3459,118.4414,120.4093,122.2534,123.9759,125.5735,127.048,128.4011,129.6391,130.7678,131.791,132.7139,133.5336,134.2427,134.8246,135.2296,135.4178,135.5683,135.7071,135.8853,136.1464,136.575,137.395,138.9901,142.1118,148.2299
60,0.1833,0.1839,0.1892,0.1982,0.2097,0.223,0.2385,0.2563,0.2765,0.3006,0.3261,0.355,0.3849,0.4174,0.4513,0.4858,0.5166,0.5423,0.5654,0.5904,0.6205,0.6557,0.6998,0.7523,0.8134,0.8832,0.9584,1.04,1.1281,1.2243,1.3284,1.441,1.5637,1.6983,1.8462,2.0083,2.1869,2.3853,2.6049,2.8506,3.1245,3.4309,3.7742,4.1591,4.5896,5.0532,5.55,6.078,6.6359,7.2193,7.8196,8.4823,9.211,10.0107,10.8844,11.8375,12.8745,14.0001,15.2203,16.5393,17.9641,19.5008,21.1554,22.9341,24.8425,26.8828,29.058,31.3682,33.8133,36.3913,39.0998,41.9355,44.8924,47.9661,51.1481,54.4303,57.8029,61.2538,64.7698,68.3353,71.9315,75.5352,79.1223,82.6724,86.1627,89.5708,92.8808,96.0762,99.1416,102.0618,104.8278,107.4375,109.8982,112.2197,114.4149,116.5064,118.4708,120.3118,122.0316,123.6268,125.0993,126.4506,127.6871,128.8145,129.8366,130.7584,131.5774,132.2859,132.8673,133.2719,133.4599,133.6101,133.7487,133.9266,134.1872,134.615,135.434,137.0276,140.1475,146.2639
61,0.1756,0.1758,0.1806,0.1891,0.2,0.2126,0.2275,0.2445,0.2639,0.2869,0.3114,0.3392,0.368,0.3992,0.4316,0.4645,0.4938,0.5178,0.5392,0.5622,0.5901,0.6229,0.6642,0.7135,0.7712,0.8371,0.9082,0.9852,1.0684,1.1593,1.2576,1.3639,1.4797,1.6069,1.7465,1.8996,2.0683,2.2559,2.4637,2.6962,2.9557,3.2463,3.572,3.9376,4.3469,4.7873,5.2589,5.7597,6.2881,6.8397,7.4061,8.0319,8.7209,9.478,10.3063,11.2114,12.1978,13.2706,14.4359,15.6982,17.0651,18.5427,20.1376,21.8565,23.705,25.6862,27.8032,30.0564,32.4463,34.9709,37.6281,40.4148,43.3252,46.355,49.4956,52.739,56.0755,59.4929,62.9779,66.5149,70.085,73.6649,77.2304,80.7609,84.2337,87.6261,90.9222,94.1051,97.1595,100.07,102.8275,105.4297,107.8838,110.1996,112.3896,114.4767,116.4371,118.2746,119.9914,121.5841,123.0542,124.4036,125.6384,126.7644,127.7851,128.706,129.524,130.2317,130.8126,131.2168,131.4046,131.5546,131.6929,131.8704,132.1304,132.5575,133.3753,134.9673,138.0851,144.1997
62,0.1678,0.1677,0.1721,0.1801,0.1904,0.2024,0.2166,0.2328,0.2514,0.2735,0.297,0.3237,0.3512,0.3811,0.4123,0.4437,0.4714,0.4939,0.5135,0.5347,0.5604,0.5908,0.6294,0.6757,0.73,0.7923,0.8593,0.9319,1.0103,1.096,1.1886,1.2888,1.3979,1.5177,1.6493,1.7937,1.9528,2.1299,2.3262,2.546,2.7915,3.0667,3.3755,3.7224,4.111,4.5291,4.9763,5.4506,5.9504,6.471,7.0041,7.5938,8.2436,8.9586,9.7417,10.5987,11.5342,12.5534,13.6627,14.867,16.1738,17.59,19.1224,20.7781,22.5633,24.4812,26.5356,28.7274,31.0572,33.5235,36.1245,38.8573,41.7163,44.6973,47.792,50.9922,54.2884,57.6683,61.1186,64.6236,68.1643,71.7175,75.2587,78.7673,82.2204,85.5951,88.8754,92.0444,95.0865,97.9861,100.734,103.3278,105.7746,108.0838,110.2682,112.3502,114.3063,116.1399,117.8533,119.443,120.9107,122.2579,123.4907,124.6151,125.6345,126.5541,127.3711,128.0781,128.6583,129.0621,129.2496,129.3993,129.5373,129.7144,129.9738,130.4,131.2166,132.8068,135.9223,142.0348
63,0.1601,0.1597,0.1637,0.1712,0.181,0.1923,0.2058,0.2213,0.239,0.2602,0.2827,0.3083,0.3347,0.3634,0.3932,0.4232,0.4495,0.4704,0.4885,0.5078,0.5316,0.5597,0.5957,0.639,0.6901,0.7486,0.8117,0.8801,0.9538,1.0344,1.1215,1.2157,1.3182,1.4309,1.5547,1.6906,1.8404,2.0073,2.1924,2.3999,2.6319,2.8921,3.1845,3.5133,3.882,4.2783,4.7019,5.1505,5.6225,6.1132,6.614,7.1683,7.7798,8.4532,9.1917,10.0008,10.8854,11.8506,12.9032,14.0482,15.2935,16.6462,18.1135,19.703,21.4213,23.2722,25.2598,27.3855,29.6504,32.0534,34.593,37.2667,40.0692,42.9964,46.04,49.1923,52.4435,55.7815,59.1929,62.6621,66.1698,69.6929,73.2068,76.6907,80.1216,83.4764,86.739,89.8922,92.9204,95.8078,98.5449,101.1292,103.5677,105.8697,108.0476,110.1239,112.075,113.9043,115.614,117.2004,118.6652,120.01,121.2407,122.3632,123.381,124.2993,125.1153,125.8213,126.4008,126.8041,126.9913,127.1408,127.2784,127.455,127.7138,128.139,128.9541,130.5423,133.6553,139.7655
64,0.1526,0.1518,0.1554,0.1624,0.1716,0.1823,0.1951,0.2099,0.2268,0.2471,0.2686,0.2932,0.3185,0.346,0.3745,0.4031,0.428,0.4475,0.464,0.4816,0.5034,0.5294,0.5628,0.6034,0.6512,0.7063,0.7655,0.8298,0.8989,0.9746,1.0563,1.1446,1.2408,1.3465,1.4628,1.5904,1.7312,1.8882,2.0623,2.2579,2.4768,2.7226,2.999,3.3103,3.6597,4.035,4.4358,4.8596,5.3047,5.7663,6.2359,6.7559,7.33,7.9627,8.6572,9.419,10.2529,11.1642,12.1597,13.2447,14.4272,15.7148,17.115,18.6356,20.2839,22.0641,23.9809,26.0361,28.2313,30.566,33.039,35.6483,38.3888,41.2567,44.2441,47.3431,50.5444,53.8356,57.2036,60.6327,64.1035,67.5928,71.076,74.5322,77.9381,81.2705,84.5132,87.6487,90.6612,93.5347,96.2597,98.8333,101.2625,103.5562,105.727,107.7969,109.7425,111.5669,113.2723,114.8551,116.3167,117.6587,118.887,120.0075,121.0236,121.9404,122.7551,123.4601,124.0388,124.4416,124.6285,124.7776,124.9148,125.0909,125.3489,125.773,126.5865,128.1725,131.2828,137.3904
65,0.1451,0.144,0.1472,0.1537,0.1623,0.1724,0.1846,0.1986,0.2147,0.2341,0.2547,0.2783,0.3025,0.3288,0.356,0.3833,0.4068,0.425,0.4401,0.4561,0.4761,0.4999,0.531,0.5688,0.6136,0.6653,0.7208,0.7809,0.8457,0.9165,0.993,1.0757,1.1657,1.2646,1.3735,1.4931,1.6251,1.7724,1.936,2.12,2.3261,2.558,2.819,3.1133,3.444,3.799,4.1777,4.5776,4.9968,5.4304,5.8697,6.3566,6.8943,7.4874,8.1388,8.8541,9.6379,10.4956,11.434,12.4586,13.5777,14.7989,16.1301,17.5797,19.1552,20.8614,22.7035,24.684,26.8049,29.0661,31.4673,34.0066,36.6794,39.4824,42.4077,45.448,48.5938,51.8331,55.1526,58.5368,61.9662,65.4176,68.8663,72.2912,75.6689,78.9761,82.1962,85.3116,88.3063,91.1642,93.8754,96.437,98.8556,101.14,103.3025,105.3653,107.3045,109.1234,110.824,112.4026,113.8606,115.1995,116.4251,117.5433,118.5574,119.4725,120.2858,120.9897,121.5675,121.9697,122.1562,122.3049,122.4417,122.6172,122.8743,123.2972,124.1089,125.6923,128.7996,134.9043
66,0.1377,0.1363,0.1391,0.1452,0.1533,0.1628,0.1742,0.1875,0.2028,0.2214,0.2411,0.2636,0.2867,0.3119,0.3379,0.3639,0.3862,0.403,0.4168,0.4313,0.4495,0.4714,0.5001,0.5353,0.5772,0.6255,0.6775,0.7337,0.7942,0.8604,0.9317,1.0089,1.0929,1.1853,1.287,1.3987,1.5222,1.6602,1.8136,1.9863,2.1801,2.3983,2.6444,2.9223,3.2349,3.5703,3.9277,4.3046,4.6988,5.1053,5.5156,5.9705,6.4731,7.0277,7.6372,8.3069,9.0415,9.8463,10.728,11.6923,12.7475,13.9016,15.1627,16.5395,18.0399,19.6692,21.4332,23.3349,25.377,27.56,29.884,32.3478,34.9472,37.6794,40.5368,43.5124,46.597,49.7787,53.0443,56.3784,59.7616,63.1705,66.5804,69.9702,73.3161,76.5948,79.7895,82.8822,85.8569,88.6971,91.3927,93.9407,96.3472,98.6211,100.7744,102.8289,104.761,106.5737,108.2688,109.8427,111.2966,112.6319,113.8545,114.9701,115.9819,116.8951,117.7068,118.4094,118.9863,119.3878,119.5738,119.7221,119.8584,120.0331,120.2893,120.7108,121.5204,123.101,126.2048,132.3063
